LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN3801900000000,38,019,"Cavalier County, ND",2015,"2,077     ","2,020     ",57     ,2.7
CN3802100000000,38,021,"Dickey County, ND",2015,"2,572     ","2,525     ",47     ,1.8
CN3802300000000,38,023,"Divide County, ND",2015,"1,839     ","1,806     ",33     ,1.8
CN3802500000000,38,025,"Dunn County, ND",2015,"4,046     ","3,970     ",76     ,1.9
CN3802700000000,38,027,"Eddy County, ND",2015,"1,293     ","1,233     ",60     ,4.6
CN3802900000000,38,029,"Emmons County, ND",2015,"1,558     ","1,481     ",77     ,4.9
CN3803100000000,38,031,"Foster County, ND",2015,"1,631     ","1,584     ",47     ,2.9
CN3803300000000,38,033,"Golden Valley County, ND",2015,978     ,956     ,22     ,2.2
CN3803500000000,38,035,"Grand Forks County, ND",2015,"37,400     ","36,501     ",899     ,2.4
CN3803700000000,38,037,"Grant County, ND",2015,"1,325     ","1,284     ",41     ,3.1
CN3803900000000,38,039,"Griggs County, ND",2015,"1,162     ","1,135     ",27     ,2.3
CN3804100000000,38,041,"Hettinger County, ND",2015,"1,554     ","1,516     ",38     ,2.4
CN3804300000000,38,043,"Kidder County, ND",2015,"1,358     ","1,309     ",49     ,3.6
CN3804500000000,38,045,"LaMoure County, ND",2015,"2,289     ","2,233     ",56     ,2.4
CN3804700000000,38,047,"Logan County, ND",2015,958     ,932     ,26     ,2.7
CN3804900000000,38,049,"McHenry County, ND",2015,"3,290     ","3,153     ",137     ,4.2
CN3805100000000,38,051,"McIntosh County, ND",2015,"1,265     ","1,226     ",39     ,3.1
CN3805300000000,38,053,"McKenzie County, ND",2015,"9,172     ","8,960     ",212     ,2.3
CN3805500000000,38,055,"McLean County, ND",2015,"4,918     ","4,739     ",179     ,3.6
CN3805700000000,38,057,"Mercer County, ND",2015,"4,257     ","4,080     ",177     ,4.2
CN3805900000000,38,059,"Morton County, ND",2015,"16,361     ","15,870     ",491     ,3.0
CN3806100000000,38,061,"Mountrail County, ND",2015,"8,113     ","7,959     ",154     ,1.9
CN3806300000000,38,063,"Nelson County, ND",2015,"1,532     ","1,475     ",57     ,3.7
CN3806500000000,38,065,"Oliver County, ND",2015,902     ,851     ,51     ,5.7
CN3806700000000,38,067,"Pembina County, ND",2015,"3,619     ","3,428     ",191     ,5.3
CN3806900000000,38,069,"Pierce County, ND",2015,"1,842     ","1,764     ",78     ,4.2
CN3807100000000,38,071,"Ramsey County, ND",2015,"5,671     ","5,480     ",191     ,3.4
CN3807300000000,38,073,"Ransom County, ND",2015,"2,783     ","2,715     ",68     ,2.4
CN3807500000000,38,075,"Renville County, ND",2015,"1,343     ","1,299     ",44     ,3.3
CN3807700000000,38,077,"Richland County, ND",2015,"8,652     ","8,420     ",232     ,2.7
CN3807900000000,38,079,"Rolette County, ND",2015,"4,858     ","4,365     ",493     ,10.1
CN3808100000000,38,081,"Sargent County, ND",2015,"2,268     ","2,227     ",41     ,1.8
CN3808300000000,38,083,"Sheridan County, ND",2015,733     ,697     ,36     ,4.9
CN3808500000000,38,085,"Sioux County, ND",2015,"1,335     ","1,279     ",56     ,4.2
CN3808700000000,38,087,"Slope County, ND",2015,455     ,443     ,12     ,2.6
CN3808900000000,38,089,"Stark County, ND",2015,"20,373     ","19,845     ",528     ,2.6
CN3809100000000,38,091,"Steele County, ND",2015,"1,063     ","1,040     ",23     ,2.2
CN3809300000000,38,093,"Stutsman County, ND",2015,"10,715     ","10,442     ",273     ,2.5
CN3809500000000,38,095,"Towner County, ND",2015,"1,271     ","1,237     ",34     ,2.7
CN3809700000000,38,097,"Traill County, ND",2015,"4,464     ","4,339     ",125     ,2.8
CN3809900000000,38,099,"Walsh County, ND",2015,"5,609     ","5,378     ",231     ,4.1
CN3810100000000,38,101,"Ward County, ND",2015,"34,440     ","33,375     ","1,065     ",3.1
CN3810300000000,38,103,"Wells County, ND",2015,"2,196     ","2,110     ",86     ,3.9
CN3810500000000,38,105,"Williams County, ND",2015,"29,032     ","28,385     ",647     ,2.2
CN3900100000000,39,001,"Adams County, OH",2015,"10,586     ","9,747     ",839     ,7.9
CN3900300000000,39,003,"Allen County, OH",2015,"48,106     ","45,780     ","2,326     ",4.8
CN3900500000000,39,005,"Ashland County, OH",2015,"25,564     ","24,263     ","1,301     ",5.1
CN3900700000000,39,007,"Ashtabula County, OH",2015,"44,400     ","41,744     ","2,656     ",6.0
CN3900900000000,39,009,"Athens County, OH",2015,"27,502     ","25,805     ","1,697     ",6.2
CN3901100000000,39,011,"Auglaize County, OH",2015,"24,490     ","23,591     ",899     ,3.7
CN3901300000000,39,013,"Belmont County, OH",2015,"31,298     ","29,316     ","1,982     ",6.3
CN3901500000000,39,015,"Brown County, OH",2015,"19,681     ","18,465     ","1,216     ",6.2
CN3901700000000,39,017,"Butler County, OH",2015,"187,121     ","178,571     ","8,550     ",4.6
CN3901900000000,39,019,"Carroll County, OH",2015,"13,521     ","12,721     ",800     ,5.9
CN3902100000000,39,021,"Champaign County, OH",2015,"19,995     ","19,122     ",873     ,4.4
CN3902300000000,39,023,"Clark County, OH",2015,"64,200     ","60,993     ","3,207     ",5.0
CN3902500000000,39,025,"Clermont County, OH",2015,"102,877     ","98,264     ","4,613     ",4.5
CN3902700000000,39,027,"Clinton County, OH",2015,"16,845     ","15,812     ","1,033     ",6.1
CN3902900000000,39,029,"Columbiana County, OH",2015,"49,556     ","46,647     ","2,909     ",5.9
CN3903100000000,39,031,"Coshocton County, OH",2015,"16,052     ","15,045     ","1,007     ",6.3
CN3903300000000,39,033,"Crawford County, OH",2015,"19,164     ","18,054     ","1,110     ",5.8
CN3903500000000,39,035,"Cuyahoga County, OH",2015,"610,001     ","579,513     ","30,488     ",5.0
CN3903700000000,39,037,"Darke County, OH",2015,"26,310     ","25,193     ","1,117     ",4.2
CN3903900000000,39,039,"Defiance County, OH",2015,"18,605     ","17,690     ",915     ,4.9
CN3904100000000,39,041,"Delaware County, OH",2015,"101,620     ","98,078     ","3,542     ",3.5
CN3904300000000,39,043,"Erie County, OH",2015,"36,957     ","34,876     ","2,081     ",5.6
CN3904500000000,39,045,"Fairfield County, OH",2015,"75,367     ","72,120     ","3,247     ",4.3
CN3904700000000,39,047,"Fayette County, OH",2015,"14,066     ","13,373     ",693     ,4.9
CN3904900000000,39,049,"Franklin County, OH",2015,"654,086     ","627,482     ","26,604     ",4.1
CN3905100000000,39,051,"Fulton County, OH",2015,"22,444     ","21,342     ","1,102     ",4.9
CN3905300000000,39,053,"Gallia County, OH",2015,"12,195     ","11,403     ",792     ,6.5
CN3905500000000,39,055,"Geauga County, OH",2015,"48,751     ","46,787     ","1,964     ",4.0
CN3905700000000,39,057,"Greene County, OH",2015,"80,098     ","76,584     ","3,514     ",4.4
CN3905900000000,39,059,"Guernsey County, OH",2015,"19,143     ","17,946     ","1,197     ",6.3
CN3906100000000,39,061,"Hamilton County, OH",2015,"402,663     ","384,596     ","18,067     ",4.5
CN3906300000000,39,063,"Hancock County, OH",2015,"40,757     ","39,268     ","1,489     ",3.7
CN3906500000000,39,065,"Hardin County, OH",2015,"14,922     ","14,224     ",698     ,4.7
CN3906700000000,39,067,"Harrison County, OH",2015,"7,229     ","6,777     ",452     ,6.3
CN3906900000000,39,069,"Henry County, OH",2015,"13,538     ","12,778     ",760     ,5.6
CN3907100000000,39,071,"Highland County, OH",2015,"16,991     ","15,914     ","1,077     ",6.3
CN3907300000000,39,073,"Hocking County, OH",2015,"13,284     ","12,557     ",727     ,5.5
CN3907500000000,39,075,"Holmes County, OH",2015,"20,578     ","19,876     ",702     ,3.4
CN3907700000000,39,077,"Huron County, OH",2015,"27,490     ","25,666     ","1,824     ",6.6
CN3907900000000,39,079,"Jackson County, OH",2015,"12,995     ","12,016     ",979     ,7.5
CN3908100000000,39,081,"Jefferson County, OH",2015,"29,552     ","27,360     ","2,192     ",7.4
CN3908300000000,39,083,"Knox County, OH",2015,"31,038     ","29,593     ","1,445     ",4.7
CN3908500000000,39,085,"Lake County, OH",2015,"123,388     ","118,009     ","5,379     ",4.4
CN3908700000000,39,087,"Lawrence County, OH",2015,"25,336     ","23,868     ","1,468     ",5.8
CN3908900000000,39,089,"Licking County, OH",2015,"87,474     ","83,637     ","3,837     ",4.4
CN3909100000000,39,091,"Logan County, OH",2015,"23,459     ","22,490     ",969     ,4.1
CN3909300000000,39,093,"Lorain County, OH",2015,"149,186     ","141,151     ","8,035     ",5.4
CN3909500000000,39,095,"Lucas County, OH",2015,"209,263     ","198,148     ","11,115     ",5.3
CN3909700000000,39,097,"Madison County, OH",2015,"20,682     ","19,857     ",825     ,4.0
CN3909900000000,39,099,"Mahoning County, OH",2015,"107,101     ","100,557     ","6,544     ",6.1
CN3910100000000,39,101,"Marion County, OH",2015,"27,920     ","26,493     ","1,427     ",5.1
CN3910300000000,39,103,"Medina County, OH",2015,"94,213     ","90,461     ","3,752     ",4.0
CN3910500000000,39,105,"Meigs County, OH",2015,"9,088     ","8,338     ",750     ,8.3
CN3910700000000,39,107,"Mercer County, OH",2015,"23,104     ","22,351     ",753     ,3.3
CN3910900000000,39,109,"Miami County, OH",2015,"52,238     ","49,932     ","2,306     ",4.4
CN3911100000000,39,111,"Monroe County, OH",2015,"5,545     ","4,993     ",552     ,10.0
CN3911300000000,39,113,"Montgomery County, OH",2015,"249,429     ","236,955     ","12,474     ",5.0
CN3911500000000,39,115,"Morgan County, OH",2015,"6,740     ","6,251     ",489     ,7.3
CN3911700000000,39,117,"Morrow County, OH",2015,"16,936     ","16,096     ",840     ,5.0
CN3911900000000,39,119,"Muskingum County, OH",2015,"39,073     ","36,671     ","2,402     ",6.1
CN3912100000000,39,121,"Noble County, OH",2015,"4,936     ","4,572     ",364     ,7.4
CN3912300000000,39,123,"Ottawa County, OH",2015,"21,089     ","19,697     ","1,392     ",6.6
CN3912500000000,39,125,"Paulding County, OH",2015,"8,945     ","8,517     ",428     ,4.8
CN3912700000000,39,127,"Perry County, OH",2015,"15,953     ","14,923     ","1,030     ",6.5
CN3912900000000,39,129,"Pickaway County, OH",2015,"26,024     ","24,799     ","1,225     ",4.7
CN3913100000000,39,131,"Pike County, OH",2015,"10,388     ","9,619     ",769     ,7.4
CN3913300000000,39,133,"Portage County, OH",2015,"87,007     ","82,783     ","4,224     ",4.9
CN3913500000000,39,135,"Preble County, OH",2015,"21,021     ","20,009     ","1,012     ",4.8
CN3913700000000,39,137,"Putnam County, OH",2015,"18,644     ","17,917     ",727     ,3.9
CN3913900000000,39,139,"Richland County, OH",2015,"53,647     ","50,661     ","2,986     ",5.6
CN3914100000000,39,141,"Ross County, OH",2015,"33,774     ","31,969     ","1,805     ",5.3
CN3914300000000,39,143,"Sandusky County, OH",2015,"31,283     ","29,769     ","1,514     ",4.8
CN3914500000000,39,145,"Scioto County, OH",2015,"29,632     ","27,363     ","2,269     ",7.7
CN3914700000000,39,147,"Seneca County, OH",2015,"27,478     ","26,162     ","1,316     ",4.8
CN3914900000000,39,149,"Shelby County, OH",2015,"24,133     ","23,099     ","1,034     ",4.3
CN3915100000000,39,151,"Stark County, OH",2015,"186,772     ","176,937     ","9,835     ",5.3
CN3915300000000,39,153,"Summit County, OH",2015,"272,921     ","259,423     ","13,498     ",4.9
CN3915500000000,39,155,"Trumbull County, OH",2015,"91,662     ","85,745     ","5,917     ",6.5
CN3915700000000,39,157,"Tuscarawas County, OH",2015,"45,614     ","43,170     ","2,444     ",5.4
CN3915900000000,39,159,"Union County, OH",2015,"27,121     ","26,091     ","1,030     ",3.8
CN3916100000000,39,161,"Van Wert County, OH",2015,"14,451     ","13,854     ",597     ,4.1
CN3916300000000,39,163,"Vinton County, OH",2015,"5,480     ","5,119     ",361     ,6.6
CN3916500000000,39,165,"Warren County, OH",2015,"111,471     ","106,852     ","4,619     ",4.1
CN3916700000000,39,167,"Washington County, OH",2015,"28,362     ","26,667     ","1,695     ",6.0
CN3916900000000,39,169,"Wayne County, OH",2015,"59,826     ","57,472     ","2,354     ",3.9
CN3917100000000,39,171,"Williams County, OH",2015,"19,074     ","18,234     ",840     ,4.4
CN3917300000000,39,173,"Wood County, OH",2015,"69,446     ","66,457     ","2,989     ",4.3
CN3917500000000,39,175,"Wyandot County, OH",2015,"12,384     ","11,931     ",453     ,3.7
CN4000100000000,40,001,"Adair County, OK",2015,"8,195     ","7,712     ",483     ,5.9
CN4000300000000,40,003,"Alfalfa County, OK",2015,"3,152     ","3,061     ",91     ,2.9
CN4000500000000,40,005,"Atoka County, OK",2015,"4,843     ","4,535     ",308     ,6.4
CN4000700000000,40,007,"Beaver County, OK",2015,"3,077     ","2,995     ",82     ,2.7
CN4000900000000,40,009,"Beckham County, OK",2015,"12,523     ","11,920     ",603     ,4.8
CN4001100000000,40,011,"Blaine County, OK",2015,"4,567     ","4,398     ",169     ,3.7
CN4001300000000,40,013,"Bryan County, OK",2015,"18,353     ","17,544     ",809     ,4.4
CN4001500000000,40,015,"Caddo County, OK",2015,"11,937     ","11,342     ",595     ,5.0
CN4001700000000,40,017,"Canadian County, OK",2015,"67,910     ","65,547     ","2,363     ",3.5
CN4001900000000,40,019,"Carter County, OK",2015,"22,810     ","21,811     ",999     ,4.4
CN4002100000000,40,021,"Cherokee County, OK",2015,"19,373     ","18,404     ",969     ,5.0
CN4002300000000,40,023,"Choctaw County, OK",2015,"5,972     ","5,529     ",443     ,7.4
CN4002500000000,40,025,"Cimarron County, OK",2015,"1,401     ","1,370     ",31     ,2.2
CN4002700000000,40,027,"Cleveland County, OK",2015,"139,063     ","134,353     ","4,710     ",3.4
CN4002900000000,40,029,"Coal County, OK",2015,"2,347     ","2,174     ",173     ,7.4
CN4003100000000,40,031,"Comanche County, OK",2015,"50,169     ","48,059     ","2,110     ",4.2
CN4003300000000,40,033,"Cotton County, OK",2015,"2,958     ","2,840     ",118     ,4.0
CN4003500000000,40,035,"Craig County, OK",2015,"6,285     ","5,993     ",292     ,4.6
CN4003700000000,40,037,"Creek County, OK",2015,"31,702     ","30,190     ","1,512     ",4.8
CN4003900000000,40,039,"Custer County, OK",2015,"15,827     ","15,211     ",616     ,3.9
CN4004100000000,40,041,"Delaware County, OK",2015,"17,481     ","16,639     ",842     ,4.8
CN4004300000000,40,043,"Dewey County, OK",2015,"2,468     ","2,380     ",88     ,3.6
CN4004500000000,40,045,"Ellis County, OK",2015,"2,428     ","2,334     ",94     ,3.9
CN4004700000000,40,047,"Garfield County, OK",2015,"29,973     ","28,819     ","1,154     ",3.9
CN4004900000000,40,049,"Garvin County, OK",2015,"13,017     ","12,431     ",586     ,4.5
CN4005100000000,40,051,"Grady County, OK",2015,"26,420     ","25,281     ","1,139     ",4.3
CN4005300000000,40,053,"Grant County, OK",2015,"3,354     ","3,261     ",93     ,2.8
CN4005500000000,40,055,"Greer County, OK",2015,"2,205     ","2,085     ",120     ,5.4
CN4005700000000,40,057,"Harmon County, OK",2015,"1,306     ","1,262     ",44     ,3.4
CN4005900000000,40,059,"Harper County, OK",2015,"2,046     ","1,986     ",60     ,2.9
CN4006100000000,40,061,"Haskell County, OK",2015,"4,503     ","4,159     ",344     ,7.6
CN4006300000000,40,063,"Hughes County, OK",2015,"5,792     ","5,373     ",419     ,7.2
CN4006500000000,40,065,"Jackson County, OK",2015,"10,968     ","10,532     ",436     ,4.0
CN4006700000000,40,067,"Jefferson County, OK",2015,"2,685     ","2,536     ",149     ,5.5
CN4006900000000,40,069,"Johnston County, OK",2015,"3,976     ","3,723     ",253     ,6.4
CN4007100000000,40,071,"Kay County, OK",2015,"19,377     ","18,314     ","1,063     ",5.5
CN4007300000000,40,073,"Kingfisher County, OK",2015,"8,379     ","8,127     ",252     ,3.0
CN4007500000000,40,075,"Kiowa County, OK",2015,"4,220     ","4,030     ",190     ,4.5
CN4007700000000,40,077,"Latimer County, OK",2015,"3,911     ","3,603     ",308     ,7.9
CN4007900000000,40,079,"Le Flore County, OK",2015,"19,892     ","18,565     ","1,327     ",6.7
CN4008100000000,40,081,"Lincoln County, OK",2015,"16,037     ","15,319     ",718     ,4.5
CN4008300000000,40,083,"Logan County, OK",2015,"21,624     ","20,834     ",790     ,3.7
CN4008500000000,40,085,"Love County, OK",2015,"5,986     ","5,780     ",206     ,3.4
CN4008700000000,40,087,"McClain County, OK",2015,"18,803     ","18,132     ",671     ,3.6
CN4008900000000,40,089,"McCurtain County, OK",2015,"14,844     ","13,701     ","1,143     ",7.7
CN4009100000000,40,091,"McIntosh County, OK",2015,"7,097     ","6,500     ",597     ,8.4
CN4009300000000,40,093,"Major County, OK",2015,"4,374     ","4,237     ",137     ,3.1
CN4009500000000,40,095,"Marshall County, OK",2015,"6,816     ","6,456     ",360     ,5.3
CN4009700000000,40,097,"Mayes County, OK",2015,"19,495     ","18,678     ",817     ,4.2
CN4009900000000,40,099,"Murray County, OK",2015,"6,785     ","6,508     ",277     ,4.1
CN4010100000000,40,101,"Muskogee County, OK",2015,"29,831     ","28,348     ","1,483     ",5.0
CN4010300000000,40,103,"Noble County, OK",2015,"5,683     ","5,488     ",195     ,3.4
CN4010500000000,40,105,"Nowata County, OK",2015,"4,861     ","4,595     ",266     ,5.5
CN4010700000000,40,107,"Okfuskee County, OK",2015,"4,567     ","4,307     ",260     ,5.7
CN4010900000000,40,109,"Oklahoma County, OK",2015,"378,342     ","364,026     ","14,316     ",3.8
CN4011100000000,40,111,"Okmulgee County, OK",2015,"16,414     ","15,362     ","1,052     ",6.4
CN4011300000000,40,113,"Osage County, OK",2015,"21,581     ","20,490     ","1,091     ",5.1
CN4011500000000,40,115,"Ottawa County, OK",2015,"14,431     ","13,713     ",718     ,5.0
CN4011700000000,40,117,"Pawnee County, OK",2015,"7,566     ","7,143     ",423     ,5.6
CN4011900000000,40,119,"Payne County, OK",2015,"38,563     ","37,247     ","1,316     ",3.4
CN4012100000000,40,121,"Pittsburg County, OK",2015,"17,471     ","16,502     ",969     ,5.5
CN4012300000000,40,123,"Pontotoc County, OK",2015,"18,308     ","17,600     ",708     ,3.9
